,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
400,True,,Random Hearts,1999,R,08 Oct 1999,133 min,"Drama, Mystery, Romance",Sydney Pollack,"Warren Adler, Darryl Ponicsan, Kurt Luedtke","Harrison Ford, Kristin Scott Thomas, Charles S. Dutton","Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMmFlMjkxMmQtMGFhMi00OTZkLThiYWItM2UxZmE0ZWQ2ZTYyXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.3,"20,794",tt0156934,movie,29 Feb 2000,"$31,502,583",NaN,NaN
401,True,,The Suburbans,1999,R,19 Jan 2000,81 min,"Comedy, Drama",Donal Lardner Ward,"Donal Lardner Ward, Tony Guma","Donal Lardner Ward, Tony Guma, Craig Bierko",Jennifer Love Hewitt and Will Ferrell star in this electrifying film about the reunion of a one-hitwonder new wave band from the eighties.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BYTVlMWVmMDQtMWFkZC00Mzc1LWIzMTQtY2UxYWI3YjM0MGFlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,4.3,"2,354",tt0157075,movie,29 Feb 2000,"$11,130",NaN,NaN
402,True,,Lima: Breaking the Silence,1999,R,30 Mar 1999,90 min,"Crime, Drama",Menahem Golan,"Menahem Golan, Vadim Sokolovsky","Joe Lara, Billy Drago, Christopher Atkins",An intense drama based on the true story of Peruvian rebels who in 1997 kidnapped several hundred high-ranking diplomats and government officials in an attempt to force the release of 400 political prisoners.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMjEyMDk4NjY3MF5BMl5BanBnXkFtZTcwNTEzNzUxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",NaN,3.0,177,tt0157427,movie,12 Jul 2018,NaN,NaN,NaN
403,True,,Drop Dead Gorgeous,1999,PG-13,23 Jul 1999,97 min,"Comedy, Romance, Thriller",Michael Patrick Jann,Lona Williams,"Kirsten Dunst, Denise Richards, Ellen Barkin",A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,English,"Germany, United States",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTBhYjRlYmYtNzQxZS00NmEwLTk3OTAtNjU4MDEwMmUyZDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,6.6,"35,657",tt0157503,movie,02 Oct 2001,"$10,571,408",NaN,NaN
404,True,,Follow Your Heart,1999,PG,26 Jan 1999,115 min,Comedy,Lorenzo Doumani,Lorenzo Doumani,"Ted McGinley, Brenda Epperson, Jack Scalia","Troubled boys take a field trip to a horse farm and learn that all your dreams can come true if you have the persistence to go after them, to believe, and to stay with it.",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMjI2OTEyNTUwMV5BMl5BanBnXkFtZTcwNzMxODI5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",NaN,6.3,110,tt0157655,movie,03 Jan 2021,NaN,NaN,NaN
405,True,,La lettre,1999,NaN,22 Sep 1999,107 min,Drama,Manoel de Oliveira,"Manoel de Oliveira, Madame de La Fayette, Jacques Parsi","Chiara Mastroianni, Pedro Abrunhosa, Antoine Chappey","A well-bred, lovely, spiritual, sad young woman marries an attentive physician who loves her. She feels affection but no love. Soon after, without design, she falls in love with Pedro Abrunhosa, a poet and performance artist. He also","French, Portuguese","France, Portugal, Spain",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMzIwYTJhOWItMWI5Mi00OWU0LTgwZjItYWUxYWQxNDc4OTVhXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,705,tt0158117,movie,NaN,NaN,NaN,NaN
406,True,,Woman Wanted,1999,R,14 Aug 1999,110 min,"Drama, Romance",Kiefer Sutherland,Joanna McClelland Glass,"Holly Hunter, Kiefer Sutherland, Michael Moriarty",A new woman comes between a widower and his adult son.,English,"Canada, United States",2 wins,https://m.media-amazon.com/images/M/MV5BMTgxMTU5MzY0M15BMl5BanBnXkFtZTYwMTQ5Mjg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",NaN,5.5,758,tt0158369,movie,01 Sep 2016,NaN,NaN,NaN
407,True,,Sweet and Lowdown,1999,PG-13,10 Mar 2000,95 min,"Comedy, Drama, Music",Woody Allen,Woody Allen,"Sean Penn, Samantha Morton, Woody Allen","In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman.",English,United States,Nominated for 2 Oscars. 1 win & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2MzA5MDQ4NV5BMl5BanBnXkFtZTgwNjI4ODQxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,"34,472",tt0158371,movie,NaN,"$4,197,015",NaN,NaN
408,True,,Ballad of the Nightingale,1999,NaN,07 May 1999,NaN,Romance,Guy Greville-Morris,"Josephine Coyle, Rand Vossler","Virginia Madsen, Maria Grazia Cucinotta, Harry Dean Stanton",A down-on-her luck prostitute embarks on a wild adventure that puts her in contact with the Mafia.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMDMxOGY3MDItNzg1Mi00MmU4LWI4ZGMtY2FkYTYxZDIwODJiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",NaN,5.1,136,tt0158483,movie,NaN,NaN,NaN,NaN
409,True,,Deterrence,1999,R,10 Mar 2000,104 min,"Drama, Thriller",Rod Lurie,Rod Lurie,"Kevin Pollak, Timothy Hutton, Sheryl Lee Ralph",The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm,English,"France, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMjAxNTE0MjQwOV5BMl5BanBnXkFtZTcwNTk0NjUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.4,"2,718",tt0158583,movie,15 Jun 2011,"$145,071",NaN,NaN
410,True,,Evicted,2000,R,04 May 2004,99 min,Comedy,Michael Tierney,Michael Tierney,"Josh Blackhill, Magnús Jónsson, Michael Tierney, Terence Tierney","24 hours in the lives of three L.A. youths dealing in drugs, drink and debauchery as they face eviction from their Hollywood apartment.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjA2Njc5ODE1Nl5BMl5BanBnXkFtZTgwMzEwNzg2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",NaN,3.8,65,tt0158607,movie,04 May 2004,NaN,NaN,NaN
411,True,,In Her Defense,1999,Not Rated,28 May 1999,97 min,"Drama, Thriller, Romance",Sidney J. Furie,"Marc Lynn, Jeffrey M. Rosenbaum","Marlee Matlin, Daniel Pilon, Michael Dudikoff",A lawyer has to defend his lover who's blamed for a murder he has commited himself...,English,Canada,NaN,https://m.media-amazon.com/images/M/MV5BMTMwNTAxODI3OV5BMl5BanBnXkFtZTcwMDg3NjAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",NaN,5.3,600,tt0158671,movie,03 Sep 2017,NaN,NaN,NaN
412,True,,Texas Daybreak,1999,NaN,NaN,NaN,NaN,Robert Panzarella,Robert Panzarella,"Terrye Dees, Ginifer King, John Panzarella, Joseph Panzarella","Joey used to be an out of control alcoholic. During that time he robbed a convenience store and was caught. With his best friend Milo's help, he sobered up. Now it is two months later, and ...",English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,12,tt0158689,movie,NaN,NaN,NaN,NaN
413,True,,Juha,1999,Not Rated,01 May 2003,78 min,"Comedy, Drama, Romance",Aki Kaurismäki,"Juhani Aho, Aki Kaurismäki","Sakari Kuosmanen, Kati Outinen, André Wilms","A farmer's wife is seduced into running away from her stolid older husband by a city slicker, who enslaves her in a brothel.","None, Finnish","Finland, Germany, France",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BOWUwMGJhOTYtZmU2NS00YWMwLTk2ZTctNzM1ZDVkMmFjNTlmXkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",NaN,6.9,"2,597",tt0158692,movie,NaN,NaN,NaN,NaN
414,True,,Canary,1999,NaN,09 Sep 1999,92 min,Drama,Viktor Taus,"Boris Hybner, Viktor Taus","Viktor Taus, Mikulás Kren, Vanda Hybnerová, Mejla Hlavsa",Viktor Taus's debut came out of the filmmaker's own experience with drug addiction. The film convincingly retells the story of a Prague Film Academy student (whom Taus himself plays under ...,Czech,Czech Republic,1 win.,https://m.media-amazon.com/images/M/MV5BNjhlOTFiODMtMzlhNi00MWQxLTkxYTktYWM0YTIzNmQ2NzZhXkEyXkFqcGdeQXVyMzA5MjgzNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",NaN,5.7,63,tt0158696,movie,NaN,NaN,NaN,NaN
415,True,,Lapin kullan kimallus,1999,NaN,10 Sep 1999,158 min,"Drama, History",Åke Lindman,"Åke Lindman, Heikki Vuento","Vesa Vierikko, Pirkka-Pekka Petelius, Lasse Pöysti",NaN,"Finnish, Swedish",Finland,1 nomination,https://m.media-amazon.com/images/M/MV5BYTdkYWFmZjctZTk1MC00NmQwLWJkZDktNjZmMzEwMjVjNTJmXkEyXkFqcGdeQXVyNDcwMzU5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",NaN,5.8,559,tt0158717,movie,NaN,NaN,NaN,NaN
416,True,,Lie Detector,1999,NaN,NaN,NaN,Thriller,Kevin Hooks,David Hilton,NaN,NaN,English,UK,NaN,NaN,[],NaN,NaN,NaN,tt0158723,movie,NaN,NaN,NaN,NaN
417,True,,Muppets from Space,1999,G,14 Jul 1999,87 min,"Adventure, Comedy, Family",Tim Hill,"Jerry Juhl, Joey Mazzarino, Ken Kaufman","Dave Goelz, Steve Whitmire, Bill Barretta","Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",English,"United States, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"18,886",tt0158811,movie,23 Mar 2004,"$16,625,807",NaN,NaN
418,True,,Under overfladen,1999,NaN,15 Jan 1999,92 min,Comedy,Morten Køhlert,Nikolaj Scherfig,"Claes Bang, Christian Grønvall, Thomas Levin","One afternoon, Jesper sees a young girl falling overboard from one of the harbor's expensive motorboats, he jumps resolutely into the water and rescues her. Her name is Line, and she's very beautiful.",Danish,Denmark,NaN,https://m.media-amazon.com/images/M/MV5BMDBmZjkwNDUtZWJmNS00MTNmLTlmOTItODEzNjlhYmYwNmQyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",NaN,4.3,110,tt0158905,movie,NaN,NaN,NaN,NaN
419,True,,The Settlement,1999,R,01 Apr 1999,101 min,Comedy,Mark Steilen,"Lawrence H. Toffler, Mark Steilen","John C. Reilly, William Fichtner, Kelly McGillis","Swaggering, womanizing Jerry and his hen-pecked buddy Pat are in a bind....thier clients aren't dying fast enough! They buy insurance policies from the terminally ill.......and bet on them to kick the bucket on schedule. But their lu",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMTkyOTc5MzczNl5BMl5BanBnXkFtZTcwMzA1NzMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",NaN,5.9,313,tt0158937,movie,NaN,NaN,NaN,NaN
420,True,,"South Park: Bigger, Longer & Uncut",1999,R,30 Jun 1999,81 min,"Animation, Comedy, Fantasy",Trey Parker,"Trey Parker, Matt Stone, Pam Brady","Trey Parker, Matt Stone, Mary Kay Bergman","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",English,United States,Nominated for 1 Oscar. 7 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"198,767",tt0158983,movie,10 Jan 2006,"$52,037,603",NaN,NaN
421,True,,Manden som ikke ville dø,1999,NaN,26 Mar 1999,NaN,Comedy,Torben Skjødt Jensen,"Orla Fokdal, Torben Skjødt Jensen, Peter Nilson","Karl Bille, Cecilie Brask, Stina Ekblad",NaN,Danish,Denmark,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",NaN,5.0,106,tt0159031,movie,NaN,NaN,NaN,NaN
422,True,,Tyrone,1999,R,NaN,92 min,Comedy,"Erik Fleming, Chris Palzis",Chris Palzis,"Ethan Suplee, Kevin Connolly, Coolio","Josh and Sam hit the road for one wild trip in this action-packed comedy. On the way from Washington, D.C., to New Orleans for the annual Mardi Gras celebration, the friends accidentally run over a dangerous escaped convict deep in t",English,"United States, Canada",NaN,https://m.media-amazon.com/images/M/MV5BMTQxMzk3NDE4M15BMl5BanBnXkFtZTcwOTUyMDEzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",NaN,3.3,237,tt0159060,movie,03 May 2005,NaN,Tyrone Productions,NaN
423,True,,The Virgin Suicides,1999,R,19 May 2000,97 min,"Drama, Romance",Sofia Coppola,"Jeffrey Eugenides, Sofia Coppola","Kirsten Dunst, Josh Hartnett, James Woods","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",English,"United States, Canada",3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNTMyMjI3MmItODIzNS00OWNiLWE5NTQtYmNhNGNlOTYyYWExXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"149,429",tt0159097,movie,07 Aug 2007,"$4,906,229",NaN,NaN
424,True,,Out of the Cold,1999,R,30 Mar 2001,111 min,Drama,Aleksandr Buravskiy,"Aleksandr Buravskiy, Alex Kustanovich","Keith Carradine, Mia Kirshner, Brian Dennehy",An American entertainer and an Estonian woman are torn apart by hate and prejudice.,English,"Estonia, United States",NaN,https://m.media-amazon.com/images/M/MV5BNTMyNzAzNjIzMF5BMl5BanBnXkFtZTcwNzM0MzkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",NaN,5.4,284,tt0159101,movie,NaN,NaN,NaN,NaN
425,True,,The Vivero Letter,1999,R,28 Oct 2000,95 min,"Action, Adventure, Thriller",H. Gordon Boos,"Desmond Bagley, Denne Bart Petitclerc, Arthur Sellers","Robert Patrick, Chiara Caselli, Fred Ward",A man in Central America finds his brother's murdered body. It turns out that his brother has been murdered because he knows the whereabouts of a lost city in the jungle. The man teams up with a search expedition and goes off to hunt,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMzViYTk1NmMtZDczYi00ODcwLTlkMjYtMzc2NTY5NmU1NzRjXkEyXkFqcGdeQXVyMzc5ODAyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",NaN,4.3,277,tt0159103,movie,NaN,NaN,Promark Entertainment Group,NaN
426,True,,Abilene,1999,PG,13 Mar 1999,104 min,Drama,Joe Camp III,Joe Camp III,"Ernest Borgnine, Kim Hunter, James Morrison","When he finds out that his estranged brother is dying, a proud but stubborn old man decides to drive in his lawnmower all the way to the far away hospital. Local sheriff keeps helping him along the way and they start to form a bond.",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMjI1NzI0NzQ1M15BMl5BanBnXkFtZTcwOTMyMjMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",NaN,6.0,191,tt0159233,movie,NaN,NaN,NaN,NaN
427,True,,Another Kid Says Goodbye,1999,NaN,NaN,NaN,NaN,Michael Pollak,NaN,NaN,NaN,English,United States,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",NaN,5.2,7,tt0159252,movie,NaN,NaN,NaN,NaN
428,True,,Apprentice,1999,NaN,NaN,90 min,"Action, Drama",Josh Cameron,Justin Reznick,"Josh Cameron, Edward Symington, Rico","Tye Cameron is leading a dead-end, solitary life, with his only escape being his martial arts training and gambling habit. But all this changes when he crosses paths with Benjamin, the leader of an international assassination group. ",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMTY4NTUxODM2NF5BMl5BanBnXkFtZTcwNDE0ODIyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",NaN,6.6,17,tt0159253,movie,19 Nov 2001,NaN,El Independent Cinema,NaN
429,True,,The Auteur Theory,1999,NaN,03 Nov 1999,77 min,"Comedy, Mystery, Thriller",Evan Oppenheimer,Evan Oppenheimer,"Alan Cox, Sean Gunn, Daniel Cantor","At an absurdly self-indulgent student film festival, the directors of the (mostly terrible) short films start getting killed off one by one and a budding British documentary filmmaker decides to investigate.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTMxMjEwMDk4N15BMl5BanBnXkFtZTcwMzMyMTYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",NaN,5.0,299,tt0159259,movie,24 Sep 2002,NaN,NaN,NaN
430,True,,Badge 38,1999,NaN,NaN,NaN,NaN,William Michael Droz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159262,movie,NaN,NaN,NaN,NaN
431,True,,The Bank Roll,1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159265,movie,NaN,NaN,NaN,NaN
432,True,,Basement Love,1999,NaN,NaN,NaN,NaN,Van Flesher,NaN,NaN,NaN,English,United States,NaN,NaN,[],NaN,NaN,NaN,tt0159267,movie,NaN,NaN,NaN,NaN
433,True,,Beautiful People,1999,R,17 Sep 1999,107 min,"Comedy, Drama, War",Jasmin Dizdar,Jasmin Dizdar,"Thomas Goodridge, Faruk Pruti, Tony Peters","In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the",English,United Kingdom,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MjQ3MTI5MV5BMl5BanBnXkFtZTYwMTc4Mjk5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.7,"2,509",tt0159272,movie,01 Sep 2016,"$264,292",NaN,NaN
434,True,,Behind the Scenes,1999,NaN,12 Mar 1999,NaN,NaN,Ernie Gehr,NaN,NaN,NaN,None,United States,NaN,NaN,[],NaN,NaN,NaN,tt0159275,movie,NaN,NaN,NaN,NaN
435,True,,Bellyfruit,1999,Not Rated,16 Apr 1999,86 min,Drama,Kerri Green,"Maria Bernhard, Susannah Blinkoff, Janet Borrus","Tamara Bass, Tonatzin Mondragon, Kelly Vint Castro","Three very different Los Angeles teenage girls find themselves pregnant and dealing with poverty, drugs and confusion. Shanika (Tamara LaSeon Bass) has a drug addict for a mother and is currently living in a foster home. Araceley (To",English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMjE3ODc1NTc5OF5BMl5BanBnXkFtZTYwMzM2NzM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",NaN,5.1,143,tt0159277,movie,03 Oct 2000,NaN,NaN,NaN
436,True,,Belmont Avenue Social Club,1999,NaN,NaN,NaN,NaN,George DiCenzo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159278,movie,NaN,NaN,NaN,NaN
437,True,,The Black President,1999,NaN,NaN,NaN,NaN,Carlos Jackson,Carlos Jackson,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159287,movie,NaN,NaN,NaN,NaN
438,True,,Bomb in the Suburbs,1999,NaN,NaN,NaN,NaN,Samuel L. McQueen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159296,movie,NaN,NaN,NaN,NaN
439,True,,Break a Leg,1999,NaN,NaN,NaN,NaN,Jack Sekowski,Jack Sekowski,Marie Rose,"A desperate actress, Sally, takes extreme measures to get the undivided attention of a casting director.",English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",NaN,5.9,7,tt0159302,movie,NaN,NaN,NaN,NaN
440,True,,Caffeine Does Help,1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159315,movie,NaN,NaN,NaN,NaN
441,True,,Cain Rose Up,1999,NaN,NaN,NaN,NaN,NaN,David Prior,Deborah Offner,NaN,NaN,NaN,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",NaN,5.7,9,tt0159316,movie,NaN,NaN,NaN,NaN
442,True,,Cha Cha Chicken,1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0159347,movie,NaN,NaN,NaN,NaN
